ticket,type,client,issuer,inquiry,state,meta,answer
2018102263000090,Geräteanzahl überschritten,hep,3,ich habe die neuste version von elehrmittel heruntergeladen und seitdem habe ich probleme mit der darstellung. da ich immer das gleiche gerät benütze kann es wohl nicht sein dass ich die geräteanzahl überschritten habe. es ist ziemlich mühsam sich mit dieser lizenzgeschichte rumzuschlagen. danke für die zügige berabeitung diese problems freundliche grüsse,closed_max_devices,App: eLehrmittel 5.4.6 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-06-14 14:39:00 MESZ | Last install: 2018-10-10 15:04:07 MESZ | Application starts: 41 | Unique Device : fb3d382fc914e1d75979681a3f373318 | ,  im system ist zu erkennen dass sie die maximale anzahl an geräten überschritten haben. wir haben alle ihre geräte auf dem lizenzserver ausgetragen. sie können die app nochmals neu starten dann wird ihr gerät automatisch wieder registriert. je nach netzwerk-einstellungen kann es im system zu einer verwirrung kommen. bei erneutem volllaufen der maximalen geräteanzahl haben wir die möglichkeit ihnen eine andere lizenz zuzuordnen. bei allfälligen problemen senden sie bitte eine neue support-anfrage damit wir die protokoll-datei prüfen können. anderernfalls gehen wir davon aus dass sich ihr problem gelöst hat und schliessen das ticket. freundliche grüsse hep support ihr hep support team ___________________  hep verlag ag gutenbergstrasse 31 postfach 3001 bern t 031 310 29 29 [1]www.hep-verlag.ch 22.10.2018 14:12 - xxx@xxx.xx schrieb: sehr geehrte damen und herren ich habe die neuste version von elehrmittel heruntergeladen und seitdem habe ich probleme mit der darstellung. da ich immer das gleiche gerät benütze kann es wohl nicht sein dass ich die geräteanzahl überschritten habe. es ist ziemlich mühsam sich mit dieser lizenzgeschichte rumzuschlagen. danke für die zügige berabeitung diese problems freundliche grüsse dr. mathias düggeli [1] http://www.hep-verlag.ch/
2018102263000010,Geräteanzahl überschritten,VSRT-BBZ,3,ich habe anscheinend die gerätezahl überschritten ob woll ich auf meinen alten pc das beook gelöscht habe ich brauche es dringend da ich in der schule damit arbeite mit freundlichen grüssen,closed successful,App: beook 5.4.7 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-10-15 07:35:56 MESZ | Last install: | Application starts: 12 | Unique Device : 1f4d4786b005b05e0b82cad41a4dbb3f | ,  wir haben alle ihre geräte auf dem lizenzserver ausgetragen. sie können die app nochmals neu starten dann wird ihr gerät automatisch wieder registriert. bei allfälligen problemen senden sie bitte eine neue support-anfrage damit wir die protokoll-datei prüfen können. anderernfalls gehen wir davon aus dass sich ihr problem gelöst hat und schliessen das ticket. freundliche grüsse vsrt-bbz support vsrt-bbz 2nd level support  sie können auf diese e-mail antworten um weitere informationen oder einen screenshot des problems zu übermitteln. bitte verändern sie dabei und beim antworten auf e-mails von uns nicht den betreff.  22.10.2018 08:36 - xxx@xxx.xx schrieb: se?hr geertes team ich habe anscheinend die gerätezahl überschritten ob woll ich auf meinen alten pc das beook gelöscht habe ich brauche es dringend da ich in der schule damit arbeite mit freundlichen grüssen samuel kurt
2018102163000040,Anmeldung / Aktivierung,hep,3,ich habe die lehrmittel bestellt sehe sie aber nicht in meinem konto.,closed successful,App: eLehrmittel 5.4.6 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-10-21 19:29:39 MESZ | Last install: | Application starts: 3 | Unique Device : 7a8e0b6c0aa45a6542f93a52add4ba0d | ," vielen dank für ihre support-anfrage. wir bitten sie sich in der app anzumelden dann links auf das haussymbol zu klicken und rechts auf \""mein konto\"" klicken. dort bitten wir sie mit klick auf \""konto und lizenzen\"" den produktekatalog zu aktualisieren. danach werden sie die elehrmittel zur installation beim portal vorfinden. wir wünschen ihnen einen schönen tag. freundliche grüsse hep support ihr hep support team ___________________  hep verlag ag gutenbergstrasse 31 postfach 3001 bern t 031 310 29 29 [1]www.hep-verlag.ch 21.10.2018 20:01 - xxx@xxx.xx schrieb: ich habe die lehrmittel bestellt sehe sie aber nicht in meinem konto. [1] http://www.hep-verlag.ch/ "
2018102163000030,Geräteanzahl überschritten,hep,3,ich habe die hep-app aktualisiert und kann jetzt die bücher nicht mehr öffnen da die geräteanzahl überschritten sei.,closed successful,App: eLehrmittel 5.4.6 | Model: 8 cores | Platform: x86 | System Name: Windows Server 2012 R2 | System Version: 6.3 | First install: 2018-08-21 13:08:22 MESZ | Last install: 2018-10-21 19:52:56 MESZ | Application starts: 66 | Unique Device : 3f5695b927c6b25a2d64e6165ea9dd82 | ,vielen dank für ihre support-anfrage. wir haben ihre gerätelizenzen entfernt. ab sofort können sie sich wieder auf bis zu drei geräten anmelden. wir wünschen ihnen einen schönen tag.   freundliche grüsse hep support ihr hep support team ___________________  hep verlag ag gutenbergstrasse 31 postfach 3001 bern t 031 310 29 29 [1]www.hep-verlag.ch 21.10.2018 19:56 - xxx@xxx.xx schrieb: ich habe die hep-app aktualisiert und kann jetzt die bücher nicht mehr öffnen da die geräteanzahl überschritten sei. danke für die hilfe! [1] http://www.hep-verlag.ch/
2018102163000020,Geräteanzahl überschritten,hep,3,da mein laptop kaputt war musste ich ihn neu aufsetzen. nun habe ich das problem dass ich das e- lehrmittel nicht mehr öffnen kann. es wird immer geräteanzahl überschritten angezeigt und ich kann mein dossier nicht installieren. freundliche grüsse,closed successful,App: eLehrmittel 5.4.6 | Model: 4 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.13.2 | First install: 2018-10-16 19:11:54 MESZ | Last install: | Application starts: 6 | Unique Device : 09c4ce572c22b7cf6496e78da77e4539 | ,vielen dank für ihre support-anfrage. wir haben ihre gerätelizenzen zurück gesetzt. ab sofort können sie sich wieder auf bis zu drei verschiedenen geräten anmelden. wir wünschen ihnen einen schönen tag. freundliche grüsse hep support ihr hep support team ___________________  hep verlag ag gutenbergstrasse 31 postfach 3001 bern t 031 310 29 29 [1]www.hep-verlag.ch 21.10.2018 13:14 - xxx@xxx.xx schrieb: da mein laptop kaputt war musste ich ihn neu aufsetzen. nun habe ich das problem dass ich das e- lehrmittel nicht mehr öffnen kann. es wird immer geräteanzahl überschritten angezeigt und ich kann mein dossier nicht installieren. freundliche grüsse leonie abderhalden [1] http://www.hep-verlag.ch/
2018102063000040,Anmeldung / Aktivierung,RICHM,3,wenn ich auf meinem konto die ebooks installieren möchte gibt es mir immer eine fehlermeldung an. was kann ich tun? mit freundlichen grüssen vanessa mettler rehweg 19,closed_waiting_for_reply,App: beook 5.4.3 | Model: 2 cores | Platform: x86 | System Name: Windows 7 | System Version: 6.1 | First install: 2018-09-05 20:30:04 MESZ | Last install: | Application starts: 6 | Unique Device : 6bc6259b4e08bc0bd96d662cdffa73ae | ,guten tag vanessa mettler versuchen sie ihren benutzer-account aufzufrischen. - stellen sie sicher dass sie über eine internetverbindung verfügen. - stellen sie sicher dass sie angemeldet sind. falls nicht so melden sie sich zuerst an. wenn sie ihr passwort nicht mehr kennen so können sie dieses zurücksetzen mit dem link unterhalb des anmelden knopfes. - öffnen sie das portal der app haus-symbol in der seitenleiste oben links. - dann klicken sie oben rechts auf ihren benutzer name oder email mit symbol. - frischen sie nun ihren account und ihre installation auf indem sie auf den menü-punkt «konto und lizenzen aktualisieren» klicken. - warten sie bis der vorgang abgeschlossen ist. sollte sich das problem mit diesem vorgang nicht lösen lassen melden sie sich noch einmal mit ihrem beook-konto ab option «gerät abmelden» und melden sie sich anschliessen noch einmal neu an. falls sie damit nicht ans ziel kommen senden sie uns bitte eine neue support-anfrage direkt aus der app. freundliche grüsse richemont support richemont fachschule 20.10.2018 16:50 - xxx@xxx.xx schrieb: guten tag wenn ich auf meinem konto die ebooks installieren möchte gibt es mir immer eine fehlermeldung an. was kann ich tun? mit freundlichen grüssen vanessa mettler rehweg 19 2540 grenchen
2018102063000030,Anmeldung / Aktivierung,Swissmem,3,ich kenne mein benutzername nicht mehr.,closed_app_misuse,App: Swissmem eBOOK 5.4.6 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-10-20 16:30:53 MESZ | Last install: | Application starts: 2 | Unique Device : c0bf2c888d328e88ec48d076f93c3656 | ," guten tag vivien lüthi bei der erstellung des accounts scheint ihnen ein kleiner flüchtigkeitsfehler passiert zu sein. sie haben folgende adresse bei uns registriert:\xxx@xxx.xx. wir haben die adresse nun angepasst. sie können den benutzernamen \""xxx@xxx.xx\"" und ihr persönliches passwort verwenden. freundliche grüsse swissmem support swissmem 20.10.2018 16:40 - xxx@xxx.xx schrieb: mit einer detaillierten fehlerbeschreibung helfen sie uns diese app weiter zu verbessern. 1. bitte wählen sie die art des fehlers in der auswahlliste aus und ergänzen sie den text in diesem fenster.  ich kenne mein benutzername nicht mehr. 2. mit ihrer anfrage senden sie eine logdatei die neben einem fehlerprotokoll auch daten über ihr gerät enthält. 3. weitere informationen wie screenshots können sie als antwort auf das bestätigungsmail übermitteln. 4. sollten sie kein bestätigungsmail erhalten dann prüfen sie bitte ihre email adresse und senden gegebenenfalls nochmals eine support-anfrage. "
2018101963000100,Anmeldung / Aktivierung,Swissmem,3,ich schaffe es nicht dass ich zu den ergänzungen zu lehrmedien komme. ich habe eine raum url und einen schlüssel finde jedoch auf swissmem-elearning keine anleitung besten dank freundliche grüsse,closed successful,App: Swissmem eBOOK 5.4.6 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-10-02 17:51:48 MESZ | Last install: | Application starts: 3 | Unique Device : d5169b74d8b966973ff7387063bf25c0 | ,guten tag christian zwicky ich habe ihnen den zugang zu den zusatzdokumenten lehrgang automatiker elektroniker und polymechaniker erteilt. melden sie sich mit ihrem benutzernamen und passwort an. sie sehen anschliessend die entsprechenden räume. freundliche grüsse swissmem support swissmem 19.10.2018 18:16 - xxx@xxx.xx schrieb: sehr geehrte damen und herren ich schaffe es nicht dass ich zu den ergänzungen zu lehrmedien komme. ich habe eine raum url und einen schlüssel finde jedoch auf swissmem-elearning keine anleitung besten dank freundliche grüsse christian zwicky
2018101963000090,Fehler in der App,DIHK,3,habe auf meinem anderen gerät smartphonefotos in ein skript eingefügt und der cloud zugänglich gemacht. alles soweit super aber auf diesem gerät tab werden die bilder nicht angezeigt. synchronisation wurde ausgeführt. synchronisation fehlerhaft? was ist das erwartete resultat? um die funktion des einfügens von aufschrieben ect. richtig nutzen zu können müsste ich diese mit meinem smartphone abfotografieren und einfügen können. nutzen bzw lesen möchte ich aber mit diesem tab kamera nutzlos finde diese app nur mit dieser funktion sehr nützlich und hoffe es gibt hierfür eine lösung. vielen dank im voraus.,closed_app_misuse,App: IHK Lernen mobil 5.2.0 | Model: 4 cores | Platform: x86_64 | System Name: Linux | System Version: 3.14.55-x86_64-ge28cea3 | First install: 2018-03-23 10:27:42 MEZ | Last install: 2018-07-02 10:43:04 MESZ | Application starts: 50 | Unique Device : c20f7489516abb30814a458cd57f356b | ,guten tag manuel kugler da handelt es sich offenbar um ein fehlende synchronsation mit der cloud. stellen sie bitte sicher dass sie auf dem ersten gerät jeweils eine komplette synchronisation durchführen bevor sie auf dem anderen gerät weiterfahren. es ist wichtig zu verstehen wann die app mit der cloud synchronisiert. dies erfolgt jeweils beim wechseln eines kapitels oder buches sowie beim schliessen und starten der app. doch dazu müssen sie zwingend auch eine internetverbindung haben. mögliche fehler für eine unvollständige synchronisation sind: - keine internetverbindung - kapitel nicht gewechselt - app nicht ordnungsgemäss geschlossen - beim öffnen das kapitel nicht nochmals in dieses gewechselt nachdem fertig synchronisiert wurde. - nicht den selben benutzer auf beiden geräten verwendet bitte prüfen sie die obigen schritte. vermutlich werden die annotationen nach einem nochmaligen versuch dann erscheinen. ansonsten müssten sie von beiden betroffenen geräten nochmals je eine support-anfrage senden und uns den zeitpunkt mitteilen wann sie die annotationen auf dem ersten gerät erstellt haben und wann sie diese auf dem zweiten gerät vermisst haben. bitte auch erwähnen welches gerät das erste und das zweite war in diesem fall.   freundliche grüße daniel stainhauser ihr support-team im auftrag der dihk-bildungs-gmbh sie können auf diese e-mail antworten um weitere informationen oder einen screenshot des problems zu übermitteln. bitte verändern sie dabei und beim antworten auf e-mails von uns nicht den betreff.  19.10.2018 15:26 - xxx@xxx.xx schrieb: bitte beschreiben sie möglichst genau wie es zu diesem fehler kam. habe auf meinem anderen gerät smartphonefotos in ein skript eingefügt und der cloud zugänglich gemacht. alles soweit super aber auf diesem gerät tab werden die bilder nicht angezeigt. synchronisation wurde ausgeführt. synchronisation fehlerhaft? was ist das erwartete resultat? um die funktion des einfügens von aufschrieben ect. richtig nutzen zu können müsste ich diese mit meinem smartphone abfotografieren und einfügen können. nutzen bzw lesen möchte ich aber mit diesem tab kamera nutzlos finde diese app nur mit dieser funktion sehr nützlich und hoffe es gibt hierfür eine lösung. vielen dank im voraus.
2018101963000020,Fehler in der App,SVBA,3,mein editor öffnet sich manchmal eifach nicht? gibt es da eine lösung?,closed_waiting_for_reply,App: beook 5.4.7 | Model: 2 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-07-22 20:14:32 MESZ | Last install: 2018-10-18 20:12:42 MESZ | Application starts: 30 | Unique Device : a0b509d15e291ca8483d22bab3ac61f4 | ,  wir haben ihre support-anfrage erhalten besten dank. damit wir das problem besser eingrenzen können bitten wir sie um ihre mithilfe. wann tritt der fehler auf? ist dies ein neues problem seit kurzem oder schon länger. falls sie kürzlich die app aktualisiert haben gibt es den fehler erst seit der neuen version? können sie das problem mit einer bestimmten stelle im ebook in verbindung bringen? oder erfolgt das problem bei allen inhalten gleich? bitte versuchen sie die obigen fragen möglichst genau zu beantworten und verfahren sie wie folgt: - dokumentieren sie bitte das problem indem sie bildschirm-fotos erstellen die den zustand vor und nach dem problem zeigen. - notieren sie die zeit wann sie jeweils die screenshots erstellt haben. - senden sie danach bitte noch einmal eine neue supportanfrage so erhalten wir eine neue protokoll-datei. sie können im text auf diese ticket-nummer verweisen indem sie einfach die nummer hineinkopieren - sie erhalten danach eine bestätigungsmeldung - antworten sie nun auf diese meldung und senden uns bitte die zuvor erstellten screenshots jeweils mit der angabe um welche zeit sie diese erstellt haben. so können wir versuchen das problem zu analysieren und ihnen eine lösung zu bieten. besten dank. freundliche grüsse marcel haldimann 2nd level support  sie können auf diese e-mail antworten um weitere informationen oder einen screenshot des problems zu übermitteln. bitte verändern sie dabei und beim antworten auf e-mails von uns nicht den betreff.  19.10.2018 10:40 - xxx@xxx.xx schrieb: hallo mein editor öffnet sich manchmal eifach nicht? gibt es da eine lösung? mfg manu
2018101863000150,Geräteanzahl überschritten,COMPENDIO,3,entfernen sie bitte die lizensen auf allen geräten ich installiere es nacher wieder auf den richtigen geräten. buch statistik,closed_max_devices,App: beook 5.4.7 | Model: 8 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.14 | First install: 2018-10-13 13:49:57 MESZ | Last install: | Application starts: 5 | Unique Device : 12db747930a13d06f03f9c8f89c20b9d | ,guten tag fabian glutz wir haben alle ihre geräte auf dem lizenzserver ausgetragen. sie können die app nochmals neu starten dann wird ihr gerät automatisch wieder registriert. bei allfälligen problemen senden sie bitte eine neue support-anfrage damit wir die protokoll-datei prüfen können. anderernfalls gehen wir davon aus dass sich ihr problem gelöst hat und schliessen das ticket. freundliche grüsse daniel stainhauser ionesoft gmbh 18.10.2018 17:18 - xxx@xxx.xx schrieb: entfernen sie bitte die lizensen auf allen geräten ich installiere es nacher wieder auf den richtigen geräten. buch statistik  
2018101863000130,Anmeldung / Aktivierung,hep,3,ich habe mich vor ca. einem monat mit meiner schulmailadresse bei ihnen angemeldet. jetzt weiss ich mein passwort nicht mehr und habe heute mit der gleichen mailadresse ein neues konto erstellt. jetzt sind meine lehrmittelcoupons natürlich nicht mehr gültig weil ich ja die beim alten konto schon eingelöst habe. bitte helfen sie mir. löschen sie mein überflüssiges zweites konto und setzen sie mein passwort für das erste konto zurück und mailen mir das neue passwort.,closed successful,App: eLehrmittel 5.4.6 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-10-18 14:16:11 MESZ | Last install: | Application starts: 3 | Unique Device : 5ee0768c141d21cb025c26909b3e28e4 | ," vielen dank für ihre support-anfrage. bitte melden sie sich einfach in der app ab klick auf das haussymbol oben links dann klick auf \""mein konto\"" --> \""abmelden\"". danach bitten wir sie sich mit der mail-adresse: xxx@xxx.xx und dem neuen passwort: freitag123 anzumelden. bitte geben sie die coupons nicht mehr ein die lizenzen sind bereits auf ihrem konto xxx@xxx.xx hinterlegt. nach der anmeldung werden sie ihre elehrmittel wieder auf dem portal finden. besten dank und freundliche grüsse hep support ihr hep support team ___________________  hep verlag ag gutenbergstrasse 31 postfach 3001 bern t 031 310 29 29 [1]www.hep-verlag.ch 18.10.2018 16:51 - xxx@xxx.xx schrieb: guten tag ich habe mich vor ca. einem monat mit meiner schulmailadresse bei ihnen angemeldet. jetzt weiss ich mein passwort nicht mehr und habe heute mit der gleichen mailadresse ein neues konto erstellt. jetzt sind meine lehrmittelcoupons natürlich nicht mehr gültig weil ich ja die beim alten konto schon eingelöst habe. bitte helfen sie mir. löschen sie mein überflüssiges zweites konto und setzen sie mein passwort für das erste konto zurück und mailen mir das neue passwort. alles klar? danke [1] http://www.hep-verlag.ch/ "
2018101863000090,Fehler in der App,AGVS,3,guten tag ich habe das problem dass mein beook auf meinem laptop synchronisiert aber auf meinem mobiltelefon die synchronisation fehlgeschlagen ist und dies öfters mfg,closed_waiting_for_reply,App: beook 5.4.3 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-09-03 13:12:06 MESZ | Last install: | Application starts: 17 | Unique Device : d90861beba5b471705ae48d4e597fb9a | ,  da handelt es sich offenbar um ein fehlende synchronsation mit der beook cloud. stellen sie bitte sicher dass sie auf dem ersten gerät jeweils eine komplette synchronisation durchführen bevor sie auf dem anderen gerät weiterfahren. es ist wichtig zu verstehen wann beook mit der cloud synchronisiert. dies erfolgt jeweils beim wechseln eines kapitels oder buches sowie beim schliessen und starten der app. doch dazu müssen sie zwingend auch eine internetverbindung haben. mögliche fehler für eine unvollständige synchronisation sind: - keine internetverbindung - kapitel nicht gewechselt - app nicht ordnungsgemäss geschlossen - beim öffnen das kapitel nicht nochmals in dieses gewechselt nachdem fertig synchronisiert wurde. - nicht den selben benutzer auf beiden geräten verwendet bitte prüfen sie die obigen schritte. vermutlich werden die annotationen nach einem nochmaligen versuch dann erscheinen. ansonsten müssten sie von beiden betroffenen geräten nochmals je eine support-anfrage senden und uns den zeitpunkt mitteilen wann sie die annotationen auf dem ersten gerät erstellt haben und wann sie diese auf dem zweiten gerät vermisst haben. bitte auch erwähnen welches gerät das erste und das zweite war in diesem fall.   freundliche grüsse daniel stainhauser ionesoft gmbh 18.10.2018 13:08 - xxx@xxx.xx schrieb: mit einer detaillierten fehlerbeschreibung helfen sie uns diese app weiter zu verbessern. 1. bitte wählen sie die art des fehlers in der auswahlliste aus und ergänzen sie den text in diesem fenster. 2. mit ihrer anfrage senden sie eine logdatei die neben einem fehlerprotokoll auch daten über ihr gerät enthält. 3. weitere informationen wie screenshots können sie als antwort auf das bestätigungsmail übermitteln. 4. sollten sie kein bestätigungsmail erhalten dann prüfen sie bitte ihre email adresse und senden gegebenenfalls nochmals eine support-anfrage. guten tag ich habe das problem dass mein beook auf meinem laptop synchronisiert aber auf meinem mobiltelefon die synchronisation fehlgeschlagen ist und dies öfters mfg marcel joller
2018101863000010,Anmeldung / Aktivierung,AGVS,3,nach dem ich das programm aktualisiert habe waren alle meine lizenzen weg nun komme ich in keines meiner beeoks rein. ich bedanke mich für ihre bemühungen freundliche grüsse,closed_max_devices,App: beook 5.4.7 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-08-07 22:23:34 BST | Last install: 2018-10-14 19:38:30 MESZ | Application starts: 194 | Unique Device : 64c516b61345c90c67a10c105aecbf33 | ,  ihr maximale anzahl geräte war überschritten. dies führte wohl wegen dem update einer alten version dazu. wir haben alle ihre geräte auf dem lizenzserver ausgetragen. sie können die app nochmals neu starten dann wird ihr gerät automatisch wieder registriert. bei allfälligen problemen senden sie bitte eine neue support-anfrage damit wir die protokoll-datei prüfen können. anderernfalls gehen wir davon aus dass sich ihr problem gelöst hat und schliessen das ticket. freundliche grüsse daniel stainhauser ionesoft gmbh 2nd level support  sie können auf diese e-mail antworten um weitere informationen oder einen screenshot des problems zu übermitteln. bitte verändern sie dabei und beim antworten auf e-mails von uns nicht den betreff.  18.10.2018 00:21 - xxx@xxx.xx schrieb: nach dem ich das programm aktualisiert habe waren alle meine lizenzen weg nun komme ich in keines meiner beeoks rein. ich bedanke mich für ihre bemühungen freundliche grüsse jonas lustig
2018101763000050,Fehler in der App,SVBA,3,ich habe die seiten 915 - 925 gelöst. anschliesend habe ich das beook auf den stand 5.4.7 aktuallisiert. nach dem update sind die diese seiten mein gelöster inhalt gelöst. dazu kann ich die bilder nicht mehr öffnen und bearbeiten.,closed_waiting_for_reply,App: beook 5.4.7 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-06-14 09:00:44 MESZ | Last install: 2018-10-16 21:10:46 MESZ | Application starts: 12 | Unique Device : be3fdaa40aea477df8ae8fe5985a2484 | ,  besten dank für ihre support-anfrage. die app versionen 5.4.0 bis 5.4.4 hatten einen fehler der manchmal die seiten insbesondere schreiblinien nicht in jedem fall speicherten. dies ist mit 5.4.7 behoben. es ist daher möglich dass einzelne felder von der alten version nicht gespeichert wurden. dafür entschuldigen wir uns und es sollte mit der neuesten version nicht mehr vorkommen. zum rechtsklick: microsoft windows hat mai/juni 2018 mit einem betriebssystem-update einen fehler ins system eingebracht. dieser führt dazu dass der rechtsklick auf bilder und text wie auch der doppelklick auf bildern zum öffnen in vorschau/editor nicht mehr funktionieren. mit dem neusten windows-update vom juli wurde dieses problem wieder behoben. führen sie deshalb die neusten windows-betriebssystem-updates aus und starten sie danach das gerät und beook erneut. es kann sein dass sie ihren pc nochmals neu booten müssen und erneut auf windows updates prüfen müssen da gewisse updates inkrementell erscheinen. wichtig ist auch nach dem update nochmals zu booten. eine praktische anleitung zum update für ihr windows finden sie hier: [1]http://praxistipps.chip.de/windows-updates-installieren_29639 freundliche grüsse daniel stainhauser ionesoft gmbh 2nd level support  sie können auf diese e-mail antworten um weitere informationen oder einen screenshot des problems zu übermitteln. bitte verändern sie dabei und beim antworten auf e-mails von uns nicht den betreff.  17.10.2018 15:08 - xxx@xxx.xx schrieb: guten tag ich habe die seiten 915 - 925 gelöst. anschliesend habe ich das beook auf den stand 5.4.7 aktuallisiert. nach dem update sind die diese seiten mein gelöster inhalt gelöst. dazu kann ich die bilder nicht mehr öffnen und bearbeiten. liebe grüsse [1] http://praxistipps.chip.de/windows-updates-installieren_29639
2018101763000020,Anmeldung / Aktivierung,BEOOK,3,ich habe durch den absturz meines rechners sämtliche daten verloren und wurde aus dem beook programm rausgeworfen und habe meine anmeldedaten nicht mehr ich wollte sie fragen was ich unternehmen kann um meine daten des 1ten lehrjahres wiederzubekommen,closed successful,App: beook 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-09-27 08:18:51 MESZ | Last install: | Application starts: 2 | Unique Device : 0d32236e794439d43cdb8e511060ec88 | ,"   besten dank für ihre anfrage. ich gehe davon aus dass sie die beook cloud aktiviert hatten. dann sollte alles wieder klappen. sie haben gegenwärtig eine sehr veraltete version installiert. löschen sie zuerst den ordner c:\\apps\\beook. nun können die neueste version von der webseite herunterladen. dies ist der link zum download: [1]http://beook.ch/download falls sie das passwort nicht mehr kennen können sie es unterhalb der anmeldemaske zurücksetzen. danach aktivieren sie die beook cloud und installieren alle ebooks mittels \""alle installieren\"". sodann sollte wieder alles vorhanden sein. sollte ein problem auftreten so senden sie bitte wieder eine neue support-anfrage unter dem menupunkt \""hilfe\"" damit wir es in der mitgesendeten log-datei untersuchen können. freundliche grüsse daniel stainhauser ionesoft gmbh 2nd level support  sie können auf diese e-mail antworten um weitere informationen oder einen screenshot des problems zu übermitteln. bitte verändern sie dabei und beim antworten auf e-mails von uns nicht den betreff.  17.10.2018 07:30 - xxx@xxx.xx schrieb: ich habe durch den absturz meines rechners sämtliche daten verloren und wurde aus dem beook programm rausgeworfen und habe meine anmeldedaten nicht mehr ich wollte sie fragen was ich unternehmen kann um meine daten des 1ten lehrjahres wiederzubekommen [1] http://beook.ch/download "
2018101663000090,Geräteanzahl überschritten,DIHK,3,mobiltelefon huawei p10 lite die app habe ich schon von dem handy gelöscht da ich mich auf 3 andren geräten anmelden möchte. besten dank. mit freundlichen grüßen pablo haas,closed_max_devices,App: IHK lernen mobil 5.2.0 | Model: 4 cores | Platform: x86 | System Name: Windows 7 | System Version: 6.1 | First install: 2018-10-13 09:08:58 MESZ | Last install: | Application starts: 6 | Unique Device : 9a3407888b6e67e9b66dd816ae50cc26 | ,guten abend wir haben alle ihre geräte auf dem lizenzserver ausgetragen. sie können die app nochmals neu starten dann wird ihr gerät automatisch wieder registriert. bei allfälligen problemen senden sie bitte eine neue support-anfrage damit wir die protokoll-datei prüfen können. anderernfalls gehen wir davon aus dass sich ihr problem gelöst hat und schliessen das ticket. freundliche grüße daniel stainhauser ihr support-team im auftrag der dihk-bildungs-gmbh sie können auf diese e-mail antworten um weitere informationen oder einen screenshot des problems zu übermitteln. bitte verändern sie dabei und beim antworten auf e-mails von uns nicht den betreff.  16.10.2018 16:34 - xxx@xxx.xx schrieb: falls die maximale anzahl an geräten überschritten wurde nennen sie bitte das gerät für das die lizenz entfernt werden soll. mobiltelefon huawei p10 lite die app habe ich schon von dem handy gelöscht da ich mich auf 3 andren geräten anmelden möchte. besten dank. mit freundlichen grüßen pablo haas  
2018101663000050,Anmeldung / Aktivierung,hep,3,ich habe meine e-lehrmittel erfolgreich auf meinem neuem gerät installiert. das gesellschaft arbeitsheft allerdings wird auf der linken seite nicht angezeigt alle anderen aber schon. woran liegts? danke für ihre hilfe freundliche grüsse m. nebiker,closed successful,App: eLehrmittel 5.4.6 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-10-15 16:24:01 MESZ | Last install: | Application starts: 7 | Unique Device : bb8766fbe23ec59b8ca84d3c750aac3e | ," vielen dank für ihre support-anfrage. wie wir beim log erkennen können haben sie das arbeitsheft auf dem neuen gerät noch nicht installiert. dass das symbol links in der symbolleiste erscheint müssen sie vorgängig das entsprechende elehrmittel installieren. da sie sehr viele elehrmittel-lizenzen besitzen kann es zudem in der symbolleiste etwas unübersichtlich werden beziehungsweise nicht mehr für alle symbole platz haben. pro installierte auflage erscheint auch jeweils ein symbol. damit sie sich bei der symbolleiste besser organisieren können gibt es eine funktion oben links über dem haus bei \""elehrmittel\"" --> \""seitenleiste ordnen\"":  vorne bei den grünen flächen können sie das symbol in der leiste ein- oder ausblenden. hinten bei den drei strichen können sie die symbole nach unten/oben verschieben. wir hoffen ihnen so weitergeholfen zu haben. vielen dank und freundliche grüsse hep support ihr hep support team ___________________  hep verlag ag gutenbergstrasse 31 postfach 3001 bern t 031 310 29 29 [1]www.hep-verlag.ch 16.10.2018 12:13 - xxx@xxx.xx schrieb: guten tag ich habe meine e-lehrmittel erfolgreich auf meinem neuem gerät installiert. das gesellschaft arbeitsheft allerdings wird auf der linken seite nicht angezeigt alle anderen aber schon. woran liegts? danke für ihre hilfe freundliche grüsse m. nebiker   [1] http://www.hep-verlag.ch/ "
