ticket,type,client,issuer,inquiry,state,meta,answer
2019022563000050,Geräteanzahl überschritten,SVBA,3," in meinem beook funktionieren die inhalte des fr fachrechenbuches nicht mehr. es erscheint die meldung \""geräteanzahl überschritten\"". nach meinem wissen ist dieses lizenz jedoch nur auf meinem lap top und sonst nirgends installiert. können sie mit das fr-buch wieder freischalten? ",closed successful,App: beook 5.5.0 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-07 10:54:02 MESZ | Last install: 2019-02-21 13:12:29 MEZ | Application starts: 96 | Unique Device : 83f224c5997cfef3806c38c4a2c7b1a6 | ,"Gerät entfernt, neu starten"
2019022463000040,Geräteanzahl überschritten,DIHK,3,hallo zusammen ich würde gerne die lizenzen bei dem geräten samsung galaxy tab a und samsung galaxy 7 entfernen lassen. beim samsung galaxy tab 2 soll sie bleiben. vielen dank im voraus und viele grüße,closed successful,App: IHK Lernen mobil 5.4.8 | Model: 8 cores | Platform: armv7l | System Name: Linux | System Version: 3.10.9-14049411 | First install: 2019-01-28 22:33:17 MEZ | Last install: 2019-01-28 22:33:17 MEZ | Application starts: 7 | Unique Device : 1453cd1ae805e39e4fd1800553ee0ec7 | ,"Gerät entfernt, neu starten"
2019022463000010,Fehler in der App,BWZ,3,mein problem ist dass ich selbst wenn ich mit dem internet verbunden bin nur 10 seiten anschauen kann .und das andere problemdas ich noch habe ist das ich nicht mehr zwischen z.b dem wissen und derm darstellen wechseln kann.,closed_max_devices,App: beook 5.5.0 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-16 20:47:12 MESZ | Last install: 2019-01-16 12:48:27 MEZ | Application starts: 78 | Unique Device : d8730f060de28dd67d3a4b3dafbde172 | ,"Gerät entfernt, neu starten"
2019022163000100,Geräteanzahl überschritten,DIHK,3,bitte iphone und ipad entfernen.,closed successful,App: IHK lernen mobil 5.5.1 | Model: 4 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.14.3 | First install: 2019-02-21 08:02:27 MEZ | Last install: | Application starts: 3 | Unique Device : 945ecfb6507ae9b1013da982dba22b22 | ,"Gerät entfernt, neu starten"
2019022163000050,Fehler in der App,SVBA,3,ich kann die bilder nicht mehr öffnen um mit dem editorprogramm diese zu bearbeiten. freundliche grüsse,closed successful,App: beook 5.5.0 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-08-14 17:24:17 MESZ | Last install: 2019-01-17 10:25:19 MEZ | Application starts: 268 | Unique Device : f670ba2cc771c0419a1a45c9c668773c | ,SVG und Sketchpad Editor
2019022163000030,Fehler in der App,Swissmem,3,normenauszug 2018 rechenbuch metall tabellenbuchs metall fechkundebuch metall machineworld topdesign automation control konstrukteur 1 konstrukteur 2 und konstrukteur 3 funktionieren nicht mehr. es kommt die meldung „nicht mehr seiten kostenlos verfügbar“. habe alle bücher bezahlt und bis vor kurzem haben alle funktioniert.,closed successful,User account exists: Yes | | App: Swissmem v5.5.0 | Jailbroken: No | Model: iPad | Platform: iPad71 | System Name: iOS | System Version: 12.1 | First install: 2018-08-03 09:45:02 MESZ | Application starts: 7 | Unique Device : e31e1dccd0d7f3cdc76c12f396f9657f | UI Type: Extended | ,Android: Neue Version updaten
2019022163000020,Geräteanzahl überschritten,Swissmem,3,kürzlich habe ich mir ein neues notebook gekauft weil mein altes nicht mehr funktionierte. auch mein handy ist mir leider abhanden gekommen. nicht gerade mein bester monat zugegeben. deshalb möchte ich sie bitten meine alten geräte zu löschen damit ich mich auf meinen neuen geräten neu anmelden und die applikationen neu installieren kann. besten danke im voraus für die schnelle hilfe freundlicher gruss,closed_max_devices,App: Swissmem eBOOK 5.5.0 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2019-02-21 08:14:44 MEZ | Last install: | Application starts: 1 | Unique Device : 4bc1a1acef244c0afcb1416218b3a60a | ,"Gerät entfernt, neu starten"
2019022063000090,Fehler in der App,SVBA,3,ich habe ein problem wenn ich die beook app schliesse speichert es meine zuvor gelösten daten nicht. ausser die zeichnungen die speichert es und die kann ich nachdem ich das programm neu gestartet habe wieder sehen. bitte um raschen support freundliche grüsse m.arnold,closed_waiting_for_reply,App: beook 5.5.0 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-27 12:07:58 MESZ | Last install: 2019-01-09 15:27:54 MEZ | Application starts: 157 | Unique Device : 92004ed9dfe080d1c44b7df52a1b09c6 | ,Workspace in Dropbox kopieren für Support
2019021963000120,Geräteanzahl überschritten,SVBA,3,bei mir zeigt es bei einigen büchern geräteanzahl überschritten. ich habe aber nie ein weiteres gerät angemeldet. zudem sollte dies ja sonst bei allen büchern der fall sein. ich habe zwei geräte angemeldet davon brauche ich eigentlich nur eines. freundliche grüsse,closed successful,App: beook 5.5.0 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-10-17 13:14:18 MESZ | Last install: 2018-12-20 13:10:20 MEZ | Application starts: 67 | Unique Device : 5be66d7522f7dcfa350047f48bfa315c | ,"Gerät entfernt, neu starten"
2019021963000010,Geräteanzahl überschritten,SVBA,3,ich habe ein problem mit der geräteanzahl überschritten. ich kaufte mir vor kurzem ein neues gerät mit dem ich ihnen auch diese anfrage schreibe und habe für 3 ebooks keine lizenzen mehr. wäre es möglich eine weitere lizenz zu erhalten damit ich mein altes gerät nicht mehr benötige? ein weiteres problem ist das mein handy auf dem ich auch beook instaliert habe die ganzen ebooks neu heruntergeladen hat und ich jetzt dort auch keine lizenzen mehr habe. ich benötige eine lizenz auf diesem gerät und auf meinem handy. mit freundlichen grüssen,closed successful,App: beook 5.5.0 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2019-02-19 07:25:48 MEZ | Last install: | Application starts: 1 | Unique Device : 66065e56e3c454ac69304dd1b837b36f | ,"Gerät entfernt, neu starten"
2019021763000060,Geräteanzahl überschritten,Swissmem,3,ich habe alle bücher auf meinem alten pc deinstaliert um sie auf mein neues gerät zu laden doch das ging leider nicht,closed_max_devices,App: Swissmem eBOOK 5.5.0 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2019-02-17 21:38:17 MEZ | Last install: | Application starts: 1 | Unique Device : ae8decfd6c713bd4423eeb307e14d9d5 | ,"Gerät entfernt, neu starten"
2019021763000050,Geräteanzahl überschritten,DIHK,3," wie in der problemart beschrieben ist der fehler \""geräteanzahl überschritten\"". handy 2x tablet laptop sind wohl zu viel wie auch imemr ich würde ja regestrierte geräte wieder löschen nur wie? ",closed successful,App: IHK lernen mobil 5.5.1 | Model: 8 cores | Platform: x86 | System Name: Windows 7 | System Version: 6.1 | First install: 2019-02-17 20:55:55 MEZ | Last install: | Application starts: 2 | Unique Device : 2eb99d09bf53ff9d61c6a0edc838804a | ,"Gerät entfernt, neu starten"
2019021763000010,Geräteanzahl überschritten,VSRT-BBZ,3,ich wollte sie darum bitten die 2 geräte zu deaktivieren da die geräte nicht mehr gebraucht werden können und ich jetzt gerne ein anderes gerät benutzen möchte da die momentanen geräte defekt sind. für ihre bemühungen danke ich ihnen. mit freundlichen grüssen,closed successful,App: beook 5.5.0 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-21 22:06:39 MESZ | Last install: 2019-02-17 11:59:37 MEZ | Application starts: 16 | Unique Device : eccaa0c6c929def20a40c15d8bed467c | ,"Gerät entfernt, neu starten"
2019021663000010,Geräteanzahl überschritten,BEOOK,3,habe das notebook gewechselt ich bitte um das freigeben meines gerätes um das beook zu nutzen. vielen herzlichen dank freundliche grüsse beat,closed_max_devices,App: beook 5.5.0 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2019-02-17 01:44:50 MEZ | Last install: | Application starts: 1 | Unique Device : 97b3d2e98fdc8004989ca6c765ed9b48 | ,"Gerät entfernt, neu starten"
2019021563000110,Fehler in der App,BWZ,3,mir und vielen anderen schüler meiner klasse haben schon mehrmals erlebt dass durch das farbige markieren bei beook die ganze seite plötzlich gelb wurde. das ist überaus mühsam ich bitte sie das zu ändern. freundliche grüsse,closed successful,App: beook 5.5.0 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-17 15:50:00 MESZ | Last install: 2018-12-21 12:43:14 MEZ | Application starts: 140 | Unique Device : 2f390e65aa295abcef28d2b788f5a29f | ,"Danke für Hinweis, nächste Version behebt den Fehler"
2019021463000090,Anmeldung / Aktivierung,BWZ,3,ich konnte letztes mal innerhalb der app nicht das kapitel wechseln also habe ich die ebook gelöscht und jetzt kann ich es nicht mehr neu installieren.,closed_waiting_for_reply,App: beook 5.5.0 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2019-01-25 12:37:57 MEZ | Last install: 2019-01-25 14:10:46 MEZ | Application starts: 11 | Unique Device : abe0bb28155d9b147828f221e8cc6121 | ,RICHM: Anleitung Anmeldung
2019021463000080,Anmeldung / Aktivierung,RICHM,3,ich habe ein problem beim instalieren von den bücher ideal produkt bäckerei kontitorei 1 und 2 und confiseri. ich kan mich ganz normal einlogen und ich komme reihn und kann alles benutzen. aber sobald ich die bücher instalieren wiel zigt es mir eine warnumg an das ich nicht eingelogt bin und alles nochmal überprüfen soll. ich habe das einparmal versucht aber es kommt immer das gleiche. ich wünsche ihenen noch einen schönen abend und bedanke mich schon im voraus für ihre arbeit mit freundlichen grüssen,closed_waiting_for_reply,App: beook 4.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-09-18 11:00:42 MESZ | Last install: | Application starts: 114 | Unique Device : f5d9527cd2632a233aadeecece27051f | ,RICHM: Anmeldeprobleme - Reihenfolge
2019021463000060,Geräteanzahl überschritten,SVBA,3,mein laptop wurde gestohlen ich bitte sie die sämtliche lizenzen zurück zu setzen damit ich mich neu anmelden kann. besten dank,closed successful,App: beook 5.5.0 | Model: 12 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2019-02-11 14:54:35 MEZ | Last install: | Application starts: 5 | Unique Device : 32ecd38739b422cc6fd7581e07e760e3 | ,"Gerät entfernt, neu starten"
2019021363000020,Geräteanzahl überschritten,Swissmem,3,habe aktuell kein aktives gerät. bitte alle geräte deaktivieren.,closed_max_devices,User account exists: Yes | | App: Swissmem v5.5.0 | Jailbroken: No | Model: iPad | Platform: iPad71 | System Name: iOS | System Version: 12.1.4 | First install: 2019-02-13 07:38:18 MEZ | Application starts: 0 | Unique Device : 0bc3257b03da7677044d7205d9946f93 | UI Type: Extended | ,"Gerät entfernt, neu starten"
2019021163000010,Geräteanzahl überschritten,BWZ,3,anfangs meines studiums ist mein tablet kaputt gegangen. ich habe das beeok auf dem handy und auf dem jetzigen neuen tablet. das problem ist jetzt dass ich das einte skript aus dem anatomie unterricht nicht mehr installieren kann weil das beeok noch auf dem alten tablet drauf war obwohl ich mich abgemeldet habe. das alte tablet habe ich nicht mehr. was kann ich machen das ich das skript trotzdem auf dem neuen tablet herunterladen kann und nicht nur auf dem handy. es würde mir das lernen erleichtern. freundliche grüsse,closed_waiting_for_reply,App: beook 5.4.7 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-10-03 21:22:16 MESZ | Last install: 2018-10-20 16:19:51 MESZ | Application starts: 10 | Unique Device : 85727d7cb4fd9497d1fba71bffe1a2f1 | ,"Geräte entfernt, Apple"
2019020863000040,Fehler in der App,SVBA,3,ich kann die softwareversion 5.5 nicht instalieren. während der balken am laden ist öfnet sich ein fenster mit einer error meldung.,closed successful,App: beook 5.0.5 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-09-26 16:17:13 MESZ | Last install: 2018-03-07 12:09:36 MEZ | Application starts: 41 | Unique Device : c08945b9e9add909172b78bb694b4af7 | ,beook: Neue Version installieren RCP
2019020863000030,Fehler in der App,SVBA,3,ich kann leider nicht das zeichnungs program öffnen. beim versuchen das updae zu machen verbindet es mich mit einer internet seite wo steht no found,closed_old_app_version,App: beook 3.6.2 | Model: 4 cores | Platform: x86 | System Name: Windows 8.1 | System Version: 6.3 | First install: 2016-07-28 13:03:07 MESZ | Last install: | Application starts: 51 | Unique Device : 1ca382e84317353fd43eff46c6fba16c | ,beook: Neue Version installieren RCP
2019020763000010,Anmeldung / Aktivierung,RICHM,3,gewisse beooks grundlagen können nicht aktualisiert werden. passwort stimmt nicht. ich habe mich mehrmals angemeldet und aktualisiert.,closed_waiting_for_reply,App: beook 5.4.8 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-09-17 22:08:44 MESZ | Last install: 2018-11-14 17:40:23 MEZ | Application starts: 24 | Unique Device : 0c05110d414b5a7da4d47e8ac3375765 | ,RICHM: Anleitung Anmeldung
2019020663000180,Geräteanzahl überschritten,BEOOK,3,da ich mir neulich einen neuen laptop zulegen musste weil mein alter defekt war brauche ich einen neuen aktivierungscode für das programm. danke im voraus.,closed successful,App: beook 5.5.0 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2019-02-06 17:35:14 MEZ | Last install: | Application starts: 2 | Unique Device : 79fc8c4c726468a8c52ffd13011add35 | ,"Gerät entfernt, neu starten"
2019020563000090,Anmeldung / Aktivierung,BEOOK,3,ich habe eine lizens unter dem namen doinic dobler xxx@xxx.xx und dem aktivierungscode qcmh-38qp-6tp7 ich habe mich bereits auf einem gerät angemulden da es aber kabbut ist kann ich nicht ehr darauf zu greifen und würde gerne das das alte zurückgesetzt wirt das ich mich auf dem neuen gerät anmelden kann.,closed_waiting_for_reply,App: beook 5.5.0 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2019-01-08 08:06:26 MEZ | Last install: | Application starts: 5 | Unique Device : 6d0ee2856e62754d6d96ce731bccf1a3 | ,Passwort zurücksetzen ausgelöst
2019020563000080,Geräteanzahl überschritten,AGVS,3,habe die anzahl der zugelassenen geräte überschritten bitte löschen sie das sony xperia smartphon und das samsung a7 smartphone das nicht mehr verwendet wird. achtung es ist ein neues a7 von samsung in gebrauch. danach sollten nur noch dieser pc und das neue a7 von samsung zugriff haben. danke,closed_waiting_for_reply,App: beook 5.5.0 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-03-21 10:14:03 MEZ | Last install: 2019-01-08 09:53:56 MEZ | Application starts: 56 | Unique Device : e6cb3ca9cdc2699d5a3c6940cd772cdc | ,"Gerät entfernt, neu starten"
2019020463000060,Geräteanzahl überschritten,Swissmem,3,seit heute steht bei meinem normen-auszug 2018 das die gerätezahl überschritten ist obwohl ich mich nicht an einem zweiten ort angemolden habe.,closed_max_devices,App: Swissmem eBOOK 5.5.0 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-27 11:16:10 MESZ | Last install: 2019-01-28 10:30:14 MEZ | Application starts: 52 | Unique Device : d2618c550095d40aab9489fed0a007e7 | ,"Gerät entfernt, neu starten"
2019020263000030,Geräteanzahl überschritten,DIHK,3,hallo habe mir ein neues handy gekauft und bitte sie die lizenzen aus dem iphone 6 zu entfernen. damit ich die textbänder auf das neue handy iphone xr herunterladen kann.,closed_waiting_for_reply,User account exists: Yes | | App: IHK-LernenMobil v5.4.2 | Jailbroken: No | Model: iPhone | Platform: iPhone118 | System Name: iOS | System Version: 12.1.3 | First install: 2019-02-02 11:44:23 MEZ | Application starts: 0 | Unique Device : b1c329672a37375c008826370caac16a | UI Type: Simple ? | ,"Gerät entfernt, neu starten"
2019020163000070,Fehler in der App,BEOOK_GTX,3,wenn ich in den orden 1pf. gehe und dort zu den aufgaben habe ich keine bilder dirn. ich würde nun gerne wissen wie ich an diese bilder komme.,closed_waiting_for_reply,App: beook 5.4.1 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-19 15:40:42 MESZ | Last install: | Application starts: 85 | Unique Device : 2095725bbc623aa293f7bcc1de9f7841 | ,RICHM: Anleitung Anmeldung
2019013163000080,Fehler in der App,Swissmem,3,ich habe ein grosses problem und zwar funktioniert die ganze app nicht. das starten schliessen buchwechsel und aufgaben lösen ist zu viel verlangt. somit ist die software nicht mehr brauchbar. wenn ich aber nicht mit dem internet verbunden bin funktioniert die app einwandfrei. jedoch wird so das neu geschriebene nie mit der cloud synchronisiert was auch keine lösung ist. ich vermute dass das problem mit der synchronisation der cloud zu tun hat. deshalb brauche ich nun dringend hilfe und eine brauchbare lösung welche mir das bisherige geschriebene und angestrichene nicht wieder löscht. über ihre antwort welche hoffentlich auch eine lösung beinhaltet freue ich mich sehr.,closed_waiting_for_reply,App: Swissmem eBOOK 5.5.0 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2017-08-14 13:10:52 MESZ | Last install: 2018-12-29 14:07:08 MEZ | Application starts: 332 | Unique Device : 622e2961c0daf447698f0caf3c180719 | ,"RCP: Datenbank mit inkonsistenten Inhalten, manuell löschen"
2019012863000120,Fehler in der App,SVBA,3,wenn ich eine seite im pdf format ins ebook füge und diese mit den lernenden teilen möchte erhalten sie diese seite auch als pdf und können sie speichern wo sie wollen. ich möchte eigene seiten teilen ohne dass die lernenden diese seite runterladen können. das heisst die seite sollte nur im ebook erscheinen. ist das möglich? herzlichen dank für eine antwort. freundlicher gruss,closed successful,App: beook 5.5.0 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-04-30 21:07:41 MESZ | Last install: 2019-01-07 13:20:06 MEZ | Application starts: 59 | Unique Device : 501826c566ec00e529bfdaba559a5a05 | ,beook: Neue Version installieren RCP
2019012863000090,Geräteanzahl überschritten,BEOOK,3,gerne möchte ich alle vorhergehenden geräte löschen so das ich auf meinem neuen gerät das ebooks wieder installieren kann. und auch benützen kann. ich benötige dies für meine tätigkeit als chefexpertin und für die weiterbildung der berufsbildner/innen und expertinnen. für ihre hilfe bedanke ich mich recht herzlich. freundliche grüsse manuela meier chefexpertin kt zh und sh,closed successful,App: beook 5.5.0 | Model: 4 cores | Platform: x86 | System Name: Windows 7 | System Version: 6.1 | First install: 2019-01-28 15:49:13 MEZ | Last install: | Application starts: 1 | Unique Device : c454bd14c0e1c653b6ec246ce204b317 | ,"Gerät entfernt, neu starten"
2019012863000070,Anmeldung / Aktivierung,BEOOK,3,wie telefonisch besprochen kann ich mich bei beook nicht anmelden. beim „richemont kann ich mich jedoch mit dem gleichen benutzername und passwort anmelden. die unterlagen kann ich weder aktualisieren noch installieren. ich glaube es liegt daran dass ich mich beim „beook konto“ nich anmelden kann. ich hoffe sie könne mir eine schnelle lösung bieten da ich nächste woche dieses app mit den unterlagen brauche. freundliche grüsse,closed successful,User account exists: Yes | | App: beook v5.5.1 | Jailbroken: No | Model: iPad | Platform: iPad73 | System Name: iOS | System Version: 12.1.3 | First install: 2019-01-27 19:15:24 MEZ | Application starts: 2 | Unique Device : 27b8fd4f2bdcdfb4af835351f00eb8af | UI Type: Extended | ,RICHM: Anmeldeprobleme - Reihenfolge
2019012863000050,Anmeldung / Aktivierung,hep,3,ich hatte vorher meine elehrmittel allesamt auf dem remotedesktop was probleme gab mit der geräteanzahl überschreitung. also wollte ich soeben die bücher direkt auf mein gerät laden was aber nicht funktioniert hat. können sie mir sagen wieso ich die bücher nicht öffnen kann? ich habe versucht die bücher auf dem remotedesktop zu löschen was leider irgendwie nicht möglich war und habe dann die app auf dem remotedesktop trotzdem gelöscht. könnt ihr mir da weiterhelfen?,closed successful,App: eLehrmittel 5.4.6 | Model: 4 cores | Platform: x86 | System Name: Windows 8.1 | System Version: 6.3 | First install: 2019-01-28 14:57:40 MEZ | Last install: | Application starts: 1 | Unique Device : 1e2474f01040b13a2e99bab7f9bebcb4 | ,"Gerät entfernt, neu starten"
2019012663000030,Geräteanzahl überschritten,DIHK,3,es kann gar nicht sein dass die anzahl der geräte überschritten wurde da ich nur auf meinem ipad und einem windows rechner die app laufen habe. da ich aber auf 3 endgeräten die app starten darf verstehe ich nicht warum ich dann auf meinem imac nicht starten kann. freundliche grüße,closed_max_devices,App: IHK lernen mobil 5.2.0 | Model: 4 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.14.2 | First install: 2018-12-02 19:38:32 MEZ | Last install: | Application starts: 2 | Unique Device : 8920bff926a1164264c0ac559e7bfa6a | ,"Gerät entfernt, neu starten"
2019012663000020,Geräteanzahl überschritten,BEOOK,3,entschuldigung ich habe ein problem .ich habe beeok instaliert in einen laptop und in mein handy und jetz habe ich einen neuen laptop gekauft und will ich beeok instalieren aber es ist nicht mehr moglich ich habe den program beeok desinstaliert von den alten laptop und ich kan trozdem nicht instalieren konnen sie bitte mir helfen dieses problem zu lösen vielen dank,closed_max_devices,App: beook 5.5.0 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-11-19 18:15:32 GMT | Last install: 2019-01-26 16:10:54 GMT | Application starts: 6 | Unique Device : c719c72e1192bbf0130a99408e43be8a | ,"Gerät entfernt, neu starten"
2019012363000120,Geräteanzahl überschritten,Swissmem,3,ich musste wegen eines fehlers auf meinem pc erneut die ebook app einrichten und mich dabei ein zweites mal anmelden. dadurch wurde mir ein zugriff auf die e-books auf einem zweitgerät verweigert. angeblich sei die geräteanzahl überschritten worden. könnten sie mich bitte auf allen geräten abmelden damit ich mich wieder überall erneut anmelden kann? vielen dank und freundliche grüsse,closed_max_devices,App: Swissmem eBOOK 5.5.0 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2018-08-29 13:33:09 MESZ | Last install: 2019-01-09 16:38:13 MEZ | Application starts: 65 | Unique Device : 7bc4275081d184d0dda2226b45f7cd86 | ,"Gerät entfernt, neu starten"
2019012363000110,Anmeldung / Aktivierung,BEOOK,3,1.passwort vergessen,closed successful,App: beook 5.4.8 | Model: 4 cores | Platform: x86 | System Name: Windows 7 | System Version: 6.1 | First install: 2018-12-17 10:26:56 MEZ | Last install: | Application starts: 2 | Unique Device : e2d19f185acc1cec3faca8df7a69a3d1 | ,Passwort zurücksetzen ausgelöst
2019012363000080,Geräteanzahl überschritten,DIHK,3,es wird mir angegeben dass die geräteanzahl überschritten ist. wie kann ich die textbände jetzt für dieses gerät freigeben? die anderen geräte habe ich verkauft und sind nicht mehr in meinem besitz. mit freundlichen grüßen,closed successful,User account exists: Yes | | App: IHK-LernenMobil v5.4.2 | Jailbroken: No | Model: iPhone | Platform: iPhone93 | System Name: iOS | System Version: 12.1.2 | First install: 2018-08-14 09:51:21 MESZ | Application starts: 2 | Unique Device : b7d0251a9ffdc670a9c4b82a8136cacb | UI Type: Simple ? | ,"Gerät entfernt, neu starten"
