5578	Historische_Software,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-12,Windows-Betriebssystem
5579	Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-12,Windows-Betriebssystem
5580	Historische_Software,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-12,Wikipedia:Defekte_Weblinks/Ungeprüfte_Botmarkierungen_2018-12,Wikipedia:Weblink_offline_IABot,Windows-Betriebssystem
5581	Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-12,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2019-03,Wikipedia:Gesprochener_Artikel,Windows-Betriebssystem
5672	BSD-Software,Download-Manager,FTP-Client,Freie_Dateitransfer-Software,GNU,Linux-Software,MacOS-Software,Unix-Software
5739	Computergrafik,Grafikstandard
5795	Benutzerschnittstelle,Programmierschnittstelle,Windows-Systemdienst
8474	C++,C_(Programmiersprache),Freies_Programmierwerkzeug,GNU-Paket,Linux-Software,MacOS-Software,Objective-C,Unix-Software
8745	Computer_Aided_Engineering,Numerische_Mathematik
8747	Datenformat,Freie_Datenkompressionssoftware,Freie_Installationssoftware,Linux-Software,OS/2-Software,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-12
8940	Emacs,Freier_Texteditor,GNU-Paket,Linux-Software,MacOS-Software,Unix-Software,Windows-Software
9035	Computer,Quanteninformatik
9139	Computerkunst
10193	Dateisystem,OS/2-Betriebssystemkomponente,Windows-Betriebssystemkomponente
10223	Freier_Webbrowser,Gnome,Linux-Software,Mozilla
10425	BSD-Software,Desktop-Environment,Freie_Software,GNU-Paket,GTK+,Gnome,Linux-Software,Unix-Software
10524	Bürgerrechtsorganisation,Chaos_Computer_Club,Datenschutzorganisation,Gegründet_1981,Hacken_(Computersicherheit),Hacken_(Hardwareszene),Hackerspace,Informationsfreiheit,Internet_in_Deutschland,Organisation_(Telekommunikation),Verein_(Bundesverband),Verein_(Hamburg),Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-11
10767	1980er,1990er,2000er,2010er,Chaos_Computer_Club,Hackerkonferenz_(Computersicherheit),Informatik_und_Gesellschaft,Informationstechnikmesse,Tagung,Technologiemesse,Veranstaltung_(Deutschland),Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-04
11690	Debian-basierte_Linux-Distribution,Kofferwort,Live-CD
11691	Linux-Distribution_für_Netzwerkdienst,Ressourcenschonende_Linux-Distribution
11698	CAD-Programm,Computer_Aided_Engineering,Geometrische_Modellierung,Technisches_Zeichnen,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2019-03
11711	Linux-Distribution
11713	Linux-Distribution,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-12
11715	Betriebssystemtheorie,Handbuch,Linux
11717	Linux-Distribution
11719	Abkürzung,CAD-Programm,Windows-Software
11875	CP/M,Commodore-Computer,Heimcomputer,Mikrocomputer
11917	Abkürzung,Journaling-Dateisystem,Microsoft,OS/2-Betriebssystemkomponente,Wikipedia:Überarbeiten,Windows-Betriebssystemkomponente
11979	Atari,CP/M,Einplatinencomputer,Heimcomputer
12243	Amiga-Software,BeOS-Software,Freie_Büroanwendung,Gnome,Linux-Textverarbeitung,MacOS-Software,Textverarbeitung,Windows-Software
13167	Computerzeitschrift_(Deutschland),Ersterscheinung_1983,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2019-03,Zeitschrift_(Niederlande),Zeitschrift_(Niedersachsen)
13181	Abkürzung,Freie_Datenkompressionssoftware,GNU-Paket,Linux-Software,Unix-Software,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-12
13313	CP/M-Software,DOS-Software,Historische_Software,Pascal_(Programmiersprache),Windows-Software
13633	BSD-Software,Freier_Texteditor,Linux-Software,Solaris-Software,Unix-Software
14785	Büroanwendung,Integrierte_Entwicklungsumgebung,Microsoft_Office,Relationales_Datenbankmanagementsystem,Windows-Software
14786	Freies_Datenbankmanagementsystem,Linux-Software,MacOS-Software,MySQL,Proprietäre_Software,Relationales_Datenbankmanagementsystem,Unix-Software,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-12,Windows-Software
14863	FTP-Client,Freie_Dateitransfer-Software,Freier_Dateimanager,Freier_Webbrowser,KDE,Linux-Software,Qt-basierte_Software,Unix-Software,Wikipedia:Weblink_offline
14865	Android-Software,BeOS-Software,BitTorrent-Client,E-Mail-Programm,Freeware,IOS-Software,IRC-Client,Linux-Software,Mac-OS-Classic-Software,MacOS-Software,Newsreader,OS/2-Software,PocketPC-Software,Qt-basierte_Software,Serversoftware,Solaris-Software,Symbian-Software,Videokonferenz-Software,Webbrowser,Wikipedia:Vorlagenfehler/Vorlage:Webarchiv/Linktext_fehlt,Windows-Software
14949	Computergrafik,Farbsystem,Wikipedia:Veraltet_in_über_zwei_Jahren
15460	Grafische_Benutzeroberfläche,Historische_Software,Proprietäre_Software,Windows
15472	Apple-Programm,Betriebssystem_von_Apple,FreeBSD,Freies_BSD-Betriebssystem,MacOS,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-04
15554	Freie_CAD-Software,Freie_Grafiksoftware,MacOS-Software,Qt-basierte_Software,Windows-Software
15590	Grafische_Benutzeroberfläche,Historische_Software,Proprietäre_Software,Windows
15938	Computer_von_Apple,Mikrocomputer
16282	C++-Bibliothek,GUI-Toolkit,KDE,Linux-Software,MacOS-Software,OS/2-Software,Qt,Symbian-Software,Unix-Software,Windows-Software
16283	Freies_Programmierwerkzeug,Integrierte_Entwicklungsumgebung,KDE,Linux-Software,Qt-basierte_Software,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-04
16467	Franckh-Kosmos,Lerncomputer
16472	Bürogerät,Computerkunst,Eingabegerät
16719	Computertaste
17001	Computer_von_Apple
17107	Computerfachzeitschrift,Computerzeitschrift
17159	IT-Architektur,Rechnerarchitektur,Supercomputer
17247	Computerzeitschrift_(Deutschland),Ersterscheinung_2000,Linux,Wikipedia:Vorlagenfehler/Vorlage:Infobox_Publikation/Unspezifische_ISSN-Angabe
17303	Computertaste
17331	Computertaste
17724	Amiga,Heimcomputer,Wikipedia:Belege_fehlen
17726	BSD-Software,Freier_Webbrowser,Linux-Software,Mac-OS-Classic-Software,MacOS-Software,OS/2-Software,Solaris-Software,Unix-Software,Windows-Software
17731	Supercomputer,Wissenschaft_und_Forschung_in_Japan,Yokohama
17732	Freier_Webbrowser,Linux-Software,OS/2-Software,Unix-Software,Windows-Software
17751	Freie_Instant-Messaging-Software,IRC-Client,Multi-Protokoll-Messenger,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-12,Wikipedia:Defekte_Weblinks/Ungeprüfte_Botmarkierungen_2018-12,Wikipedia:Weblink_offline_IABot,Windows-Software,XMPP-Client
17794	BSD-Software,Freie_E-Mail-Software,Linux-Software,Solaris-Software,Unix-Software
17820	Computergrafik,Wikipedia:Exzellent,Wikipedia:Gesprochener_Artikel
17945	GUI-Toolkit,Windows
18022	Bildschirm,Computergrafik,Kameratechnik
18070	Einplatinencomputer,Heimcomputer,Sinclair_Research,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-03,Wikipedia:Exzellent
18231	Abkürzung,Computergrafik,Wissenschaftliche_Tagung_(Informatik)
18271	Abkürzung,Computergrafik,Reproduktionstechnik
18371	Geschichte_der_Informatik,Heimcomputer,Wikipedia:Qualitätssicherung_Informatik
18378	Hackertechnik_(Computersicherheit),Netzwerktechnik,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-04,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2019-03
18381	Hackertechnik_(Computersicherheit),IT-Sicherheit,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-04
18409	Linux-Distribution
18607	Bildbearbeitung,Computergrafik,Reproduktionstechnik
18640	Computergrafik,Wikipedia:Belege_fehlen
18642	Computerlinguistik,Klangsynthese,Phonetik,Sprach-Interaktion,Wikipedia:Weblink_offline
18815	Historischer_Computer,Konrad_Zuse_als_Namensgeber,Rechnerarchitektur
19068	Einplatinencomputer,Heimcomputer,Sinclair_Research,Wikipedia:Belege_fehlen
19086	Freie_Kryptosoftware,GNU-Paket,Linux-Software,MacOS-Software,Unix-Software,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-12,Wikipedia:Überarbeiten,Windows-Software
20003	Computertaste
20127	Computertaste
20282	Hackertechnik_(Computersicherheit),Programmfehler,Sicherheitslücke
20311	Computer_Integrated_Manufacturing,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-03
20312	Computer_Integrated_Manufacturing
20315	Computer_Integrated_Manufacturing,Qualitätssicherung,Wikipedia:Belege_fehlen
20316	Computer_Integrated_Manufacturing,Wikipedia:Überarbeiten,Zahntechnik
20722	Freies_Datenbankmanagementsystem,Linux-Software,MacOS-Software,PostgreSQL,Relationales_Datenbankmanagementsystem,Unix-Software,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-12,Windows-Software
21590	Adobe-Software,Android-Software,Freeware,IOS-Software,Linux-Software,MacOS-Software,PDF,Solaris-Software,Symbian-Software,Windows-Software
21748	Computertaste
21987	Axel_Springer_SE,Computerzeitschrift_(Deutschland),Deutschsprachige_14-tägliche_Zeitschrift,Download-Portal,Ersterscheinung_1996,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-04,Wikipedia:Überarbeiten,Zeitschrift_(Hamburg)
22217	Hardware_von_Apple,Peripheriebus_(extern)
22324	Bilddatenbank,Grafiksoftware,RAW-Konverter,Windows-Software
22665	Bootloader,Freie_Systemsoftware,Linux-Betriebssystemkomponente
23201	Apache-Projekt,Freie_Server-Software,Linux-Software,Unix-Software,Webserver,Windows-Software
23866	Hacken_(Computersicherheit),IT-Sicherheit
23898	Hackertechnik_(Computersicherheit),IT-Sicherheit,Sozialpsychologie
24052	Computertaste
24416	Maus_(Computer),Sensorik,Wikipedia:Belege_fehlen,Wikipedia:Lesenswert
25643	Debian-basierte_Linux-Distribution,Eingestellte_Linux-Distribution,Live-CD
26475	Börsennotiertes_Unternehmen,Linux-Unternehmen,Organisation_(Raleigh,_North_Carolina),Softwarehersteller_(Vereinigte_Staaten),Unternehmen_(North_Carolina),Wikipedia:Veraltet_nach_Dezember_2019
26692	Grafiksoftware,RAW-Konverter,Windows-Software
26758	Computertaste
27203	.NET,Middleware,Wikipedia:Unverständlich,Windows-Software
27940	Heimcomputer,Wikipedia:Belege_fehlen
28407	Amiga-Computer,Heimcomputer,Wikipedia:Belege_fehlen,Wikipedia:Qualitätssicherung_Informatik
28410	Amiga-Computer,Heimcomputer
28517	DOS-Software,Mac-OS-Classic-Software,MacOS-Software,Microsoft_Office,OS/2-Software,Proprietäre_Software,Textverarbeitung,Unix-Software,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-12,Wikipedia:Defekte_Weblinks/Ungeprüfte_Botmarkierungen_2018-12,Wikipedia:Weblink_offline_IABot,Windows-Software
28535	Amiga-Computer,Wikipedia:Belege_fehlen,Wikipedia:Qualitätssicherung_Informatik
28564	Siemens-Produkt,Tablet-Computer_(Produkt)
29028	BSD-Software,Freie_Proxy-Software,Linux-Software
29405	Heimcomputer,RadioShack,Wikipedia:Belege_fehlen
29745	Computerkunst,Künstlerische_Technik
30090	Proprietäre_Software,Sicherheitssoftware,Windows-Software
30183	Computerkunst,Kunst_(Linz),Künstlerische_Veranstaltung_(Österreich),Medienkunst,Unternehmen_(Linz),Unternehmen_der_Stadt_Linz,Veranstaltung_(Medien)
30827	Amiga-Software,Freier_Texteditor,Linux-Software,Mac-OS-Classic-Software,MacOS-Software,Unix-Software,Wikipedia:Belege_fehlen,Windows-Software
31148	Andrei_Andrejewitsch_Markow_(Mathematiker,_1856)_als_Namensgeber,Computerlinguistik,Maschinelles_Lernen,Stochastik
31169	Computerkunst,Multimedia,Wikipedia:Belege_fehlen,Wort_des_Jahres
31644	Abkürzung,Desktop-Environment,Freie_Systemsoftware,Linux-Software,Unix-Software,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-03,Xfce
31709	Apple,Aufgelöst_1996,Ehemaliger_Hardwarehersteller,Ehemaliger_Softwarehersteller,Gegründet_1985,NeXT,Steve_Jobs,Unternehmen_(Redwood_City)
31965	Mikrocomputer,NeXT
32104	Abkürzung,Betriebssystem_von_Apple,Historische_Software,Proprietäre_Software,Unix-Betriebssystem
32283	Atari,Heimcomputer,Wikipedia:Exzellent,Wikipedia:Gesprochener_Artikel
32284	Atari,Heimcomputer,Wikipedia:Exzellent
32295	Atari,Heimcomputer,Wikipedia:Lesenswert
32521	Schachcomputer,Schachzubehör
32550	Freie_Grafiksoftware,Freie_Videosoftware,Linux-Software,MacOS-Software,Unix-Software
32558	Computergrafik
33056	Computerarithmetik,Prozessorarchitektur_nach_Verwendung
33501	Freie_Büroanwendung,Freie_Grafiksoftware,KDE,Linux-Software,Qt-basierte_Software,Solaris-Software,Wikipedia:Defekte_Weblinks/Ungeprüfte_Botmarkierungen_2018-04,Wikipedia:Weblink_offline_IABot,Windows-Software
33709	Computerlinguistik,Englische_Sprache,Freie_Linguistik-Software,Lexikologie
33752	BSD-Betriebssystem,Freie_Systemsoftware,Internet-Anwendungsprotokoll,Linux-Software,MacOS-Betriebssystemkomponente,Unix-Software,X_Window_System
34200	Ameise_im_Film,Computeranimationsfilm,Filmkomödie,Filmtitel_1998,US-amerikanischer_Film
34406	Bürogerät,Elektronisches_Gerät,Taschenrechner,Tragbare_Computer,Wikipedia:Veraltet_nach_Jahr_2015
35148	Computerchemie
35157	Microsoft,Texteditor,Windows-Software
35573	Abkürzung,DOS-Software,Datenformat,Freie_Datenkompressionssoftware,Linux-Software,OS/2-Software,Packprogramm,Solaris-Software,Unix-Software,Windows-Software
36402	Mac-OS-Classic-Software,MacOS-Software,Webbrowser
36658	Debian-basierte_Linux-Distribution,Eingestellte_Linux-Distribution,Proprietäre_Software,Wikipedia:Überarbeiten
37831	Computercluster,IT-Architektur,Rechnerarchitektur,Verteiltes_Rechnen
37866	Eingestellte_Linux-Distribution
38154	AppleTalk,Mac-OS-Classic-Betriebssystemkomponente,Netzwerkprotokoll
38236	Computer_von_Apple,Heimcomputer,Wikipedia:Belege_fehlen
38450	Apple-Programm,Historische_Software,Mac-OS-Classic-Software,Multimedia
38874	Grafiksoftware,RAW-Konverter,Windows-Software
41212	Tragbare_Computer,Wikipedia:Weblink_offline
41782	Drumcomputer
41872	E-Mail-Programm,Wikipedia:Belege_fehlen,Windows-Software
42432	Abkürzung,Commodore-Computer,Heimcomputer,Wikipedia:Belege_fehlen,Wikipedia:Qualitätssicherung_Informatik
42628	Anwendergruppe,FLOSS-Kultur,Linux
42652	Mikrocomputer
42756	FLOSS-Veranstaltung,Informationstechnikmesse,Linux,Messe_(Deutschland),Wikipedia:Lückenhaft
42840	Antiquarische_Computerzeitschrift,Antiquarische_Zeitschrift_(Deutschland),Deutschsprachiges_Medium,Eingestellt_2009,Ersterscheinung_1970,Konradin_Mediengruppe,Onlinemagazin,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-04,Wikipedia:Defekte_Weblinks/Ungeprüfte_Botmarkierungen_2018-04,Wikipedia:Weblink_offline_IABot
43009	Algorithmus_(Computergrafik),Wikipedia:Lesenswert
43218	Computer_von_Apple,Power-Architektur,Tragbarer_Computer,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-04,Wikipedia:Defekte_Weblinks/Ungeprüfte_Botmarkierungen_2018-04,Wikipedia:Weblink_offline_IABot
43342	Amiga-Computer,Heimcomputer
43383	Computer
43428	Computersimulation,Numerische_Mathematik,Virtualität,Wikipedia:Artikel_mit_Video
43624	Display-Server-Protokoll,Linux-Software,MacOS-Software,Solaris-Software,X-Server
44014	Computerschach,Gegründet_1987,Unternehmen_(Hamburg)
44980	FLOSS-Veranstaltung,Linux,Wikipedia:Vorlagenfehler/Vorlage:Webarchiv/Linktext_fehlt
45020	Betriebssystem,PDA_(Produkt),Windows
47623	Computer_von_Apple,Mikrocomputer,Power-Architektur
47665	Computerarithmetik,Digitaltechnik
48981	E-Mail,Windows-Programmierschnittstelle
49100	Computerarithmetik,Zahlensystem
49103	Computerarithmetik,Zahlensystem
49157	Computerarithmetik,Datentyp,Mathematische_Notation,Numerische_Mathematik,Zahl
49539	DOS-Software,Datenbankmanagementsystem,Windows-Software
50259	Computerarithmetik,Digitale_Schaltungstechnik
50265	Computerarithmetik,Prozessorarchitektur
50832	Wikipedia:Belege_fehlen,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-04,Wikipedia:Lückenhaft,Wikipedia:Redundanz_Januar_2012,Wikipedia:Veraltet,Windows-Programmierschnittstelle
50839	Linux,Unix-Betriebssystem,Urheberrecht
50967	Computerkunst,Industriedesign
51242	Büroanwendung,Mac-OS-Classic-Software,MacOS-Software,Microsoft_Office,Proprietäre_Software,Wikipedia:Defekte_Weblinks/Ungeprüfte_Botmarkierungen_2018-12,Wikipedia:Lückenhaft,Wikipedia:Weblink_offline_IABot,Windows-Software
51250	Büroanwendung,DOS-Software,Linux-Software,Windows-Software
51443	Hackertechnik_(Computersicherheit),Sicherheitssoftware,Wikipedia:Veraltet,Wikipedia:Überarbeiten
51908	Desktop-Environment,Fenstermanager,Freedesktop.org,Freie_Systemsoftware,Linux-Software,Unix-Software
52380	Büroanwendung,Linux-Software,Mac-OS-Classic-Software,MacOS-Software,Proprietäre_Software,Solaris-Software,Sun_Microsystems,Windows-Software
52728	BSD-Software,Freie_Dateitransfer-Software,Freie_Sicherheitssoftware,Linux-Software,MacOS-Betriebssystemkomponente,OpenBSD,Virtual_Private_Network
53129	Ressourcenschonende_Linux-Distribution,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-12
53356	Linux-Distribution,Power-Architektur,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2019-03
54303	Linux-Distribution,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-12
54307	Linux-Betriebssystemkomponente,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-12,Wikipedia:Lesenswert
54622	E-Mail-Programm,Mac-OS-Classic-Software,Microsoft,Newsreader,Proprietäre_Software,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-12,Windows-Software
54738	Windows-Programmierschnittstelle
54761	Computer_von_Apple,Power-Architektur,Tragbarer_Computer
55617	Historischer_Computer,Kofferwort,Speicherlaufwerk
55700	Computerzeitschrift_(Deutschland),Deutschsprachige_Monatszeitschrift,Ersterscheinung_1987,Onlinemagazin,Wikipedia:Vorlagenfehler/Vorlage:Infobox_Publikation/Unspezifische_ISSN-Angabe
55995	3D-Film,Computeranimationsfilm,Fantasyfilm,Filmkomödie,Filmreihe,Filmtitel_1995,US-amerikanischer_Film
56152	BSD-Software,EDonkey2000,FastTrack,Freie_BitTorrent-Software,Freie_Peer-to-Peer-Software,Linux-Software,MacOS-Software,Windows-Smartphone
56162	BSD-Software,Freie_Software,Linux-Software,MacOS-Software,OS/2-Software,PocketPC-Software,Solaris-Software,Symbian-Software,Windows-Software
56674	Computeranimation,Wikipedia:Artikel_mit_Video
56738	Computer_von_Apple,Mikrocomputer
56899	Computer,Funkgerät,Maut,Satellitennavigation
57063	Computerbörse,Deutsche_Börse_AG,Markenname,Wertpapierbörse,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-03,Wikipedia:Defekte_Weblinks/Ungeprüfte_Botmarkierungen_2018-03,Wikipedia:Weblink_offline_IABot
57224	Einplatinencomputer,Heimcomputer,Sinclair_Research,Wikipedia:Qualitätssicherung_Informatik
58393	Computer_Integrated_Manufacturing,Planung_und_Organisation,Produktionsplanung_und_-steuerung,Wikipedia:Belege_fehlen,Wikipedia:Weblink_offline
58756	Apple,Commodore,MOS_Technology,Mikroprozessor
59001	Animationsstudio_(Vereinigte_Staaten),Computerkunst,Disney-Tochterunternehmen,Emeryville,Gegründet_1979,Softwarehersteller_(Vereinigte_Staaten),Steve_Jobs,Unternehmen_(Alameda_County),Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-12,Wikipedia:Defekte_Weblinks/Ungeprüfte_Botmarkierungen_2018-12,Wikipedia:Weblink_offline_IABot
59770	Hardware_von_Apple,PDA_(Produkt)
60456	Datenbankmanagementsystem,Linux-Software,Proprietäre_Software,Unix-Software,Wikipedia:Belege_fehlen,Windows-Software
60468	Apple-Programm,MacOS-Betriebssystemkomponente
60544	Amiga-Programmiersprache,BSD-Software,BeOS-Software,DOS-Software,Free_Pascal,Freies_Programmierwerkzeug,Linux-Software,MacOS-Software,Solaris-Software,Windows-Software
61265	Wikipedia:Defekte_Weblinks/Ungeprüfte_Botmarkierungen_2018-12,Wikipedia:Weblink_offline_IABot,Windows-Betriebssystem
61724	Betriebssystem_von_Apple,Ehemaliger_Softwarehersteller
62279	Computersimulation,IEEE-Norm,Rechnernetze
62962	Hardware_von_Apple,IBM-Prozessor,Motorola-Prozessor,Power-Architektur
64477	Computergrafik,MacOS-Betriebssystemkomponente
65779	Apple-Programm,Panoramafotografie,Virtual-Reality-Software
67451	Heimcomputer,Wikipedia:Belege_fehlen,Wikipedia:Qualitätssicherung_Informatik
67929	MacOS-Software,Videocodec,Windows-Software
69966	Commodore,Maus_(Computer),Wikipedia:Überarbeiten
70686	Computerbezogene_Auszeichnung,Datenschutz,Erstverleihung_1998,Negative_Auszeichnung,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-08,Wikipedia:Defekte_Weblinks/Ungeprüfte_Botmarkierungen_2018-08,Wikipedia:Weblink_offline_IABot
70978	Tablet-Computer_(Produkt),Wikipedia:Belege_fehlen,Wikipedia:Überarbeiten
71254	Android-Software,Chat-Dienst,Freeware,IOS-Software,Instant_Messenger,MacOS-Software,Wikipedia:Veraltet,Windows-Software
71451	Freie_Telekommunikations-Software,Newsreader,OS/2-Software,Unix-Software,Windows-Software
71804	Freies_Dateisystem,Journaling-Dateisystem,Linux-Betriebssystemkomponente
72445	Atari,Heimcomputer
75370	Freie_Installationssoftware,Linux-Software,Wikipedia:Weblink_offline
75628	Computerkunst,Demoszene,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2018-04,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2019-03
76021	Computertaste,Hardware,Tastaturbelegung
76306	Commodore-Computer,Heimcomputer,Wikipedia:Exzellent,Wikipedia:Gesprochener_Artikel
76936	Commodore-Computer,Heimcomputer,Wikipedia:Belege_fehlen,Wikipedia:Defekte_Weblinks/Ungeprüfte_Archivlinks_2019-03,Wikipedia:Qualitätssicherung_Informatik
76938	Commodore-Computer,Heimcomputer,Wikipedia:Belege_fehlen,Wikipedia:Qualitätssicherung_Informatik
77275	Computeralgebrasystem
77824	IBM,Tragbarer_Computer
78248	Freie_Multimediasoftware,Linux-Distribution,Live-CD
79085	Algorithmus,Computerlinguistik
79088	Computerlinguistik,Dokumentation,Linguistische_Morphologie
80445	Fish_(Kryptologie),Historischer_Computer,Kryptoanalyse,Kryptologisches_Gerät,Rechenmaschine,Signalaufklärung_im_Zweiten_Weltkrieg
80990	Microsoft,Relationales_Datenbankmanagementsystem,Windows
81360	Bildverarbeitung,Computergrafik,Druckraster
81373	Bildbearbeitung,Computergrafik,Farbenlehre,Videotechnik,Wahrnehmung
82205	Abkürzung,Heimcomputer,MSX,Wikipedia:Belege_fehlen,Wikipedia:Qualitätssicherung_Informatik
82602	Commodore-Computer,Heimcomputer
82706	Android-Software,Freeware,IOS-Software,IRC-Client,Instant_Messenger,Linux-Software,MacOS-Software,Multi-Protokoll-Messenger,Wikipedia:Veraltet,Windows-Software,XMPP-Client
82893	Windows-Codepage
